Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,true_label,anomaly_score,is_anomaly,top_feature
1,-2.052302183,-2.2953776,0.77659349,-1.332898258,-0.863317642,0,0.2087702,0,Tool wear
1,0.647483633,0.535459596,1.005292248,-1.052011647,-0.721921511,0,0.030622527,0,Torque
2,0.347507431,0.400657824,-0.361322284,-0.299636796,-1.177531265,0,0.042779922,0,Torque
2,-1.402353746,-1.014760773,0.363820121,0.071534798,0.786303883,0,0.034068212,0,Torque
1,-0.702409275,-0.205950146,-0.612333117,0.583149697,0.079323229,0,0.6463169,0,Tool wear
0,0.847467767,0.805063138,0.559050768,-1.001853323,0.833435926,0,0.028849475,0,Torque
1,-1.152373578,-1.890972286,0.720813305,-0.730998377,-1.208952628,0,0.06985605,0,Torque
1,-1.852318049,-1.823571401,-0.78525169,1.27533456,-1.208952628,0,0.3621615,0,Tool wear
2,1.147443969,1.07466668,0.720813305,-0.680840054,-0.879028323,0,0.015275392,0,Torque
2,-1.202369612,-1.082161659,0.40286625,-0.901536677,-0.941871048,0,0.032657057,0,Torque
0,2.047372574,2.220481736,0.837951693,-0.751061706,0.409247534,0,0.01855487,0,Torque
1,0.397503465,0.400657824,0.692923212,-0.941663335,0.48780094,0,0.2619432,0,Torque
0,0.147523296,1.276869337,-0.829875838,0.904162966,1.351888405,0,0.4932056,0,Torque
2,1.547412238,0.939864909,1.63003032,-1.673974857,0.833435926,0,0.2494043,0,Rotational speed
1,-1.202369612,-0.340751917,2.578293465,-1.954861468,1.760366116,0,47.784397,0,Tool wear
1,0.597487599,0.400657824,-0.857765931,0.924226296,-0.04636222,0,0.26557973,0,Tool wear
1,-0.35243704,-0.745157231,0.469802472,-0.891505012,0.692039795,0,0.050654564,0,Torque
1,-0.752405309,-0.340751917,-0.327854173,-0.189288484,0.817725245,0,0.20211346,0,Torque
2,-0.752405309,-0.947359888,-0.863343949,1.445872859,-1.004713772,0,0.41143423,0,Tool wear
0,-0.602417208,-0.812558117,-0.523084821,0.994447948,-1.63314102,0,0.07294641,0,Tool wear
2,-1.302361679,-0.408152803,0.001248918,0.222009768,0.409247534,0,0.020208493,0,Torque
2,0.947459834,0.535459596,0.101653251,-0.470175095,-0.674789467,0,0.055217776,0,Rotational speed
1,0.647483633,0.737662252,-1.315163448,0.924226296,1.634680666,0,7.9059043,0,Torque
1,0.547491565,0.535459596,-0.383634358,0.93425796,0.126455273,0,0.10511376,0,Rotational speed
2,0.19751933,-0.340751917,1.947977375,-1.814418163,1.776076797,0,14.251892,0,Tool wear
1,0.547491565,1.54647288,0.798905564,-1.031948317,-0.391997206,0,0.015164791,0,Tool wear
1,1.29743207,1.07466668,-0.478460673,-0.299636796,0.424958215,0,0.36759776,0,Torque
0,-0.802401343,-1.014760773,1.607718246,-1.57365821,0.707750477,0,0.04718589,0,Rotational speed
1,-1.45234978,-1.014760773,-0.634645191,0.001313145,-1.146109903,0,0.19109651,0,Torque
2,0.997455868,0.400657824,0.135121362,0.101629792,1.194781593,0,0.0729317,0,Torque
1,1.097447935,0.535459596,-1.108776763,0.78378299,-0.84760696,0,94.40398,1,Rotational speed
1,0.397503465,1.613873765,-0.411524451,1.917361099,-0.266311757,1,0.9851075,0,Tool wear
1,-2.102298217,-2.430179371,-1.114354782,1.325492883,-0.643368105,0,0.6669819,0,Tool wear
2,0.847467767,0.670261367,-0.188403711,0.402579732,1.241913637,0,0.054816775,0,Torque
2,0.347507431,0.602860481,-0.294386062,-0.109035167,-0.030651539,0,0.03947212,0,Torque
1,0.947459834,-0.273351032,-0.517506802,0.322326415,1.838919522,0,11.224793,0,Torque
0,1.197440003,1.07466668,0.029139011,-0.088971837,-0.596236062,0,0.007294659,0,Torque
2,-0.802401343,-0.475553688,-1.025106486,1.064669601,-1.570298295,0,0.31482485,0,Air temperature
1,0.247515364,1.007265795,-0.272073988,-0.15919349,-0.643368105,0,0.022154521,0,Torque
2,1.097447935,0.872464024,-0.160513618,-0.339763454,-0.266311757,0,0.008431536,0,Torque
2,1.447420171,1.681274651,2.148786041,-1.603753204,-1.428902164,0,0.020783177,0,Rotational speed
1,0.19751933,-0.273351032,-1.019528467,0.593181361,-0.690500149,0,0.41436931,0,Air temperature
1,0.047531229,-0.340751917,0.101653251,0.061503133,-0.769053555,0,0.032760024,0,Torque
2,-0.452429107,-1.21696343,-0.578865006,0.522959708,-0.989003091,0,0.18608919,0,Torque
2,-0.652413242,-0.205950146,0.464224454,-0.540396748,-1.570298295,0,0.014789727,0,Torque
1,-0.802401343,-1.351765201,-0.132623526,0.282199756,0.267851403,0,0.02938148,0,Torque
2,-0.052460838,-0.542954574,0.001248918,0.322326415,0.377826172,0,0.014818057,0,Torque
1,0.697479666,0.46805871,-0.288808044,0.46276972,-0.3134438,0,0.03745233,0,Torque
0,0.447499498,1.344270223,-0.790829709,0.272168091,1.634680666,0,3.4789217,0,Torque
2,-0.102456872,-0.205950146,2.070693782,-1.824449827,0.519222302,0,0.3383576,0,Tool wear
1,1.197440003,0.805063138,-0.405946432,0.392548068,0.692039795,0,0.021118527,0,Torque
1,1.497416204,1.816076422,0.06818514,0.181883109,0.047901867,0,0.016734881,0,Torque
2,0.147523296,-0.071148375,-0.249761914,-0.149161825,-1.177531265,0,0.04081089,0,Torque
0,-0.852397376,-0.947359888,-0.595599061,0.95432129,-0.266311757,0,0.0563544,0,Torque
2,-1.252365645,-0.408152803,0.77659349,-0.560460077,0.629197071,0,0.12136764,0,Torque
1,-1.102377544,-0.745157231,1.85315106,-1.443246569,1.446152492,1,0.08660895,0,Torque
1,1.397424137,0.535459596,-0.762939616,1.054637937,-1.224663309,0,5.201785,0,Rotational speed
1,-1.252365645,-1.082161659,-0.550974913,-0.409985107,-1.491744889,0,0.14521325,0,Tool wear
0,-1.802322015,-1.958373172,0.55347275,-0.751061706,0.597775708,0,0.11280951,0,Torque
1,-0.602417208,0.063653396,0.196479566,-0.379890113,1.14764955,0,0.06780418,0,Torque
1,0.347507431,1.54647288,0.051451085,-0.209351813,-0.784764236,0,0.04002027,0,Tool wear
2,1.147443969,0.602860481,-0.997216393,0.402579732,-0.643368105,1,79.87505,1,Torque
1,0.647483633,0.400657824,0.096075233,-0.099003502,-0.564814699,0,0.07635535,0,Torque
2,-0.802401343,-0.475553688,-0.238605877,0.563086367,0.330694128,0,0.03906681,0,Torque
0,-1.152373578,-1.890972286,-0.612333117,0.412611397,-1.287506034,0,0.14851445,0,Torque
1,-1.002385477,-1.553967858,-0.846609894,1.084732931,1.508995217,0,4.255002,0,Torque
1,1.897384473,1.748675537,1.418065617,-1.192454952,0.974832057,0,0.032581642,0,Rotational speed
1,1.097447935,1.007265795,0.157433436,-0.690871718,0.943410694,0,0.04218207,0,Torque
1,-0.652413242,-0.205950146,0.045873066,-0.259510137,-1.695983744,0,0.027439423,0,Torque
2,-1.302361679,-1.014760773,-0.372478321,0.201946439,0.660618433,0,0.042430293,0,Torque
1,-0.152452905,0.265856053,0.419600306,-0.379890113,0.000769823,0,0.04420381,0,Torque
0,0.097527263,0.265856053,-0.210715785,0.292231421,1.634680666,0,0.6124926,0,Torque
1,0.797471734,0.400657824,0.458646435,-0.63068173,0.456379578,0,0.033441313,0,Torque
2,-0.552421174,-0.003747489,-0.461726617,0.382516403,-1.460323527,0,0.01262743,0,Torque
1,0.19751933,-0.003747489,0.235525695,-0.971758329,-1.036135135,0,0.06477799,0,Rotational speed
2,-0.152452905,0.46805871,-0.22744984,-0.219383478,0.597775708,0,0.16324012,0,Torque
1,-0.152452905,-0.542954574,0.430756343,-0.841346688,1.053385463,0,0.081156924,0,Torque
1,-0.90239341,-1.351765201,-0.021063156,-0.199320149,1.116228187,0,0.14479002,0,Torque
2,-0.152452905,-0.475553688,-0.779673672,0.191914774,1.776076797,1,0.46319115,0,Torque
2,0.347507431,1.209468452,-0.735049524,0.242073097,1.823208841,0,1.2026836,0,Torque
1,0.847467767,-0.071148375,-0.082421359,0.663403014,-0.062072901,0,0.6180917,0,Rotational speed
0,0.19751933,0.872464024,2.717743928,-1.974924798,-1.287506034,0,0.0251395,0,Tool wear
1,-0.35243704,-0.812558117,0.542316713,-1.011884988,1.461863173,0,0.5545279,0,Rotational speed
2,-1.352357712,-1.351765201,0.33035201,-1.062043311,0.629197071,0,0.054789193,0,Torque
0,-0.702409275,-0.205950146,0.743125379,-1.25264494,-0.84760696,0,0.15575746,0,Tool wear
1,-0.802401343,-0.408152803,-0.857765931,0.322326415,0.173587316,0,0.4593628,0,Torque
1,-0.052460838,-0.475553688,-0.366900303,0.041439804,-0.769053555,0,0.015117464,0,Torque
2,0.297511397,-0.13854926,0.865841786,-0.891505012,1.241913637,0,0.17680983,0,Torque
1,0.597487599,0.535459596,-1.705624743,2.469102657,-0.989003091,0,60.423874,0,Torque
2,0.047531229,-0.475553688,-0.389212377,0.392548068,-1.381770121,0,0.011806974,0,Torque
1,-0.402433073,-0.61035546,0.21879164,-0.189288484,0.016480505,0,0.02999759,0,Torque
2,-0.202448939,-0.677756345,0.001248918,-0.389921778,-0.501971974,0,0.054148566,0,Torque
2,0.147523296,-0.071148375,-0.511928784,0.653371349,-1.256084671,0,0.13289846,0,Tool wear
1,-0.402433073,-0.947359888,-1.515972114,2.830242585,-0.501971974,1,99.06668,1,Torque
1,1.197440003,0.939864909,-0.355744266,0.041439804,0.283562085,0,0.014704693,0,Torque
1,0.547491565,1.54647288,0.268993806,-0.550428413,0.110744592,0,0.012188648,0,Torque
2,-1.302361679,-0.879959002,1.44595571,-1.704069851,0.424958215,0,0.06318038,0,Rotational speed
1,-0.90239341,-1.486566973,-0.132623526,0.673434679,-0.533393337,0,0.046296623,0,Torque
1,1.197440003,0.939864909,1.63003032,-1.312834929,0.205008679,0,0.015867902,0,Rotational speed
1,-0.652413242,-1.082161659,-0.924702153,0.693498008,-0.753342873,0,0.5693525,0,Tool wear
2,-1.202369612,-0.340751917,0.949512063,-0.7811567,-0.674789467,0,0.02862361,0,Torque
0,-1.202369612,-0.273351032,-0.617911135,0.663403014,-1.491744889,0,0.29665062,0,Tool wear
0,-0.702409275,-0.61035546,-0.645801228,0.432674726,-1.24037399,0,0.16799481,0,Torque
1,1.84738844,1.681274651,-0.322276155,-0.670808389,1.163360231,0,0.06885707,0,Torque
1,-0.652413242,-0.071148375,0.302461917,0.252104762,0.597775708,0,0.07412713,0,Torque
1,0.19751933,0.535459596,-0.829875838,1.25527123,0.566354346,0,0.21966563,0,Tool wear
1,-1.152373578,-1.082161659,-0.288808044,0.14175645,-0.376286525,0,0.015917882,0,Torque
2,0.347507431,1.142067566,-0.707159431,0.914194631,1.744655435,0,5.9345903,0,Tool wear
2,0.547491565,0.46805871,0.458646435,-0.901536677,0.000769823,0,0.040883645,0,Torque
0,-0.602417208,-1.21696343,-0.495194728,0.472801385,-1.476034208,0,0.1275226,0,Tool wear
1,-1.252365645,-1.149562545,-0.578865006,0.031408139,1.399020449,0,0.16840373,0,Torque
0,-0.502425141,0.265856053,0.771015471,-0.921600006,-0.549104018,0,0.04103796,0,Torque
1,-0.202448939,-0.61035546,-0.947014227,1.144922919,0.88056797,0,0.17060465,0,Air temperature
1,0.347507431,0.131054282,0.168589473,-0.720966712,-1.208952628,0,0.027452977,0,Torque
2,0.397503465,0.939864909,1.747168709,-1.784323169,-0.863317642,0,0.029942589,0,Tool wear
2,-0.252444973,-0.475553688,0.759859434,-1.082106641,0.377826172,0,0.31332254,0,Tool wear
1,0.147523296,0.737662252,-0.841031875,0.944289625,0.314983447,0,0.103404015,0,Tool wear
1,0.397503465,0.939864909,-0.260917951,0.061503133,-1.381770121,0,0.012349511,0,Torque
1,-1.352357712,-1.419166087,0.497692565,-0.981789994,-0.43912925,0,0.023847623,0,Tool wear
1,1.147443969,0.670261367,-0.617911135,0.793814655,1.037674781,0,1.6355134,0,Rotational speed
2,-0.152452905,-0.542954574,0.386132195,-0.560460077,-0.627657424,0,0.041519523,0,Torque
1,1.747396373,1.07466668,-0.617911135,0.623276355,0.48780094,0,10.078728,0,Air temperature
1,-0.552421174,-0.947359888,-0.774095653,0.95432129,-0.454839931,0,0.17195328,0,Torque
0,-1.352357712,-1.351765201,-0.863343949,0.914194631,1.540416579,0,7.5909705,0,Torque
1,-0.802401343,-0.340751917,-0.104733433,-0.189288484,-0.030651539,0,0.09250054,0,Torque
2,1.347428103,1.613873765,-0.651379246,0.452738056,-0.926160366,0,0.21466827,0,Process temperature
1,-0.602417208,0.333256939,-0.863343949,1.285366224,1.446152492,0,6.2252994,0,Torque
1,-1.152373578,-0.475553688,0.112809288,-0.30966846,0.582065027,0,0.09205702,0,Torque
2,-1.702329948,-1.688769629,0.151855418,-0.500270089,1.461863173,0,0.34144124,0,Torque
1,0.047531229,0.333256939,-0.216293803,-0.018750184,-0.014940858,0,0.024036929,0,Torque
2,-0.002464804,-0.273351032,0.268993806,-0.741030042,0.692039795,0,0.0328305,0,Torque
2,0.447499498,-0.003747489,0.341508047,-0.399953442,1.508995217,0,0.6936694,0,Torque
2,-0.402433073,0.198455168,0.06818514,0.48283305,-1.413191483,0,0.054073293,0,Torque
2,0.997455868,0.400657824,0.469802472,-0.570491742,-1.554587614,0,0.048154715,0,Rotational speed
2,1.247436036,1.276869337,-1.108776763,1.947456093,-0.753342873,0,12.286954,0,Tool wear
2,2.097368608,2.287882621,-1.170134967,1.455904524,-0.517682656,0,1.2647158,0,Process temperature
0,-1.302361679,-0.879959002,1.044338378,-1.322866593,0.786303883,0,0.031499125,0,Torque
1,0.447499498,0.535459596,0.943934045,-1.092138306,-1.476034208,0,0.42274585,0,Rotational speed
1,-1.252365645,-0.677756345,-1.220337133,1.475967853,1.116228187,0,0.29753238,0,Air temperature
1,-0.552421174,0.131054282,0.129543344,0.252104762,1.116228187,0,0.055512,0,Torque
2,-1.352357712,-1.014760773,0.698501231,-1.112201635,1.037674781,0,3.0990522,0,Air temperature
2,2.147364642,2.220481736,0.006826937,-0.099003502,-1.476034208,0,0.033480674,0,Rotational speed
2,0.597487599,0.265856053,0.882575841,-1.001853323,0.189297998,0,0.08688121,0,Torque
2,0.397503465,0.131054282,0.33035201,-0.349795119,1.367599086,0,0.044370223,0,Torque
2,0.547491565,0.737662252,0.296883899,-0.430048436,1.037674781,0,0.041481033,0,Torque
0,0.7474757,0.602860481,-0.082421359,0.041439804,0.252140722,0,0.019102253,0,Torque
2,-0.802401343,-0.947359888,-0.065687304,0.091598127,-0.187758351,0,0.04594881,0,Torque
1,-1.652333914,-1.553967858,-0.205137766,0.392548068,-0.376286525,0,0.020422319,0,Torque
1,-0.502425141,-0.003747489,-0.997216393,0.813877984,-1.114688541,0,3.3550706,0,Air temperature
1,1.29743207,1.209468452,0.55347275,-0.490238425,-1.428902164,0,0.09404715,0,Rotational speed
1,1.29743207,1.479071994,-0.902390079,0.553054702,-0.84760696,0,1.8458171,0,Process temperature
2,1.147443969,1.142067566,0.564628787,-0.851378353,1.430441811,0,0.01516158,0,Torque
1,1.147443969,0.535459596,-0.656957265,0.14175645,-0.093494264,0,2.3712296,0,Torque
1,0.997455868,0.46805871,0.659455101,-0.811251694,-1.114688541,0,0.02986709,0,Rotational speed
1,0.347507431,0.737662252,0.832373675,-0.931631671,0.833435926,0,0.08558611,0,Torque
2,-0.502425141,0.265856053,-0.807563764,0.522959708,0.22071936,0,0.27345967,0,Air temperature
1,-2.202290284,-2.632382028,-0.930280171,1.566252835,1.68181271,1,88.13418,1,Tool wear
2,1.097447935,0.602860481,1.29534921,-1.242613276,-0.84760696,0,0.1532086,0,Rotational speed
1,0.147523296,-0.340751917,0.06818514,-0.209351813,-1.036135135,0,0.0884046,0,Torque
1,-0.502425141,0.198455168,0.213213621,0.001313145,1.14764955,0,0.03949849,0,Torque
2,-1.252365645,-1.284364316,2.053959726,-1.653911528,0.267851403,0,0.02917203,0,Tool wear
1,1.547412238,1.748675537,0.051451085,-0.359826784,0.660618433,0,0.02576404,0,Torque
1,1.347428103,0.333256939,0.575784824,-0.921600006,1.367599086,0,0.1277988,0,Rotational speed
2,-0.502425141,0.063653396,0.302461917,-0.46014343,-1.617430338,0,0.019790096,0,Rotational speed
1,-1.052381511,-0.812558117,-0.852187912,0.864036308,-0.517682656,0,0.27096134,0,Tool wear
1,0.397503465,0.131054282,-0.260917951,0.63330802,1.241913637,0,0.15140171,0,Rotational speed
0,-0.35243704,0.265856053,0.051451085,0.16181978,-1.303216715,0,0.023817332,0,Torque
1,1.197440003,1.209468452,-0.590021043,0.222009768,0.409247534,0,0.071371876,0,Torque
2,-0.802401343,-0.340751917,-0.305542099,0.171851445,0.173587316,0,0.048426826,0,Torque
1,1.747396373,1.54647288,2.271502448,-1.89467148,0.063612548,0,0.029927548,0,Rotational speed
1,-0.402433073,-1.21696343,-0.405946432,0.131724786,-1.570298295,0,0.04472291,0,Torque
1,-0.052460838,-0.475553688,-0.37805634,0.181883109,0.016480505,0,0.014228592,0,Torque
1,-1.202369612,-0.408152803,0.497692565,-0.660776724,1.901762246,0,30.241554,0,Tool wear
1,0.247515364,1.276869337,-1.052996578,1.175017913,-1.413191483,0,1.0260304,0,Tool wear
1,0.19751933,-0.205950146,-0.283230025,-0.430048436,1.084806825,0,0.15227441,0,Torque
2,0.247515364,0.333256939,-0.389212377,0.292231421,-1.476034208,0,0.02240215,0,Torque
1,-0.502425141,0.265856053,-0.149357581,-0.119066831,0.016480505,0,0.041796967,0,Torque
1,1.047451902,0.939864909,0.821217638,-0.911568341,-0.030651539,0,0.028224578,0,Torque
2,-1.952310116,-2.025774057,-0.087999378,0.201946439,0.88056797,0,0.040406335,0,Torque
1,0.247515364,1.142067566,1.51846995,-1.322866593,-0.957581729,0,0.05981908,0,Rotational speed
2,-0.602417208,-0.13854926,-1.398833725,2.19824771,-0.454839931,0,8.698986,0,Tool wear
2,-1.302361679,-0.879959002,-0.818719801,0.643339685,1.037674781,0,0.15996188,0,Torque
1,-0.552421174,0.131054282,-0.71273745,0.653371349,1.477573855,0,1.8061068,0,Torque
1,-1.902314082,-1.823571401,0.9606681,-1.011884988,-1.036135135,0,0.088269465,0,Rotational speed
2,-1.052381511,-0.071148375,-0.718315468,1.546189506,1.257624318,0,1.2081208,0,Air temperature
2,-0.452429107,-1.014760773,0.296883899,-0.580523407,0.707750477,0,0.04774432,0,Torque
1,-0.652413242,-0.13854926,-1.209181096,1.706696141,0.503511621,0,5.195157,0,Tool wear
1,-0.552421174,0.198455168,-0.305542099,0.382516403,0.252140722,0,0.018710999,0,Torque
1,-1.002385477,-1.688769629,0.586940861,-0.720966712,1.68181271,0,11.731022,0,Tool wear
2,-0.602417208,0.400657824,0.564628787,-0.620650065,-1.554587614,0,0.017643297,0,Torque
1,-1.45234978,-1.21696343,-1.04741856,1.666569482,0.283562085,0,0.38411313,0,Tool wear
1,-0.90239341,-1.486566973,1.172632803,-1.393088246,-0.659078786,0,0.055735074,0,Rotational speed
1,0.897463801,0.535459596,-0.461726617,0.663403014,-1.146109903,0,0.211694,0,Rotational speed
1,-2.252286318,-2.699782913,0.458646435,-1.052011647,1.069096144,0,0.39167005,0,Rotational speed
1,-1.552341847,-1.486566973,-0.405946432,0.573118032,0.707750477,0,0.08144194,0,Torque
1,1.247436036,0.939864909,1.228412988,-1.543563216,0.252140722,0,0.013547944,0,Rotational speed
2,0.697479666,-0.003747489,0.62598699,-1.021916653,-1.004713772,0,0.044135787,0,Rotational speed
1,-0.552421174,0.131054282,-0.22744984,1.024542943,0.817725245,0,0.13218807,0,Rotational speed
1,-0.502425141,-0.947359888,0.609252935,-0.921600006,-0.156336988,0,0.028894093,0,Torque
1,-1.202369612,-1.014760773,0.185323529,-0.409985107,-0.58052538,0,0.048055373,0,Tool wear
1,-0.702409275,-0.475553688,-0.500772747,0.653371349,-1.287506034,0,0.097740486,0,Tool wear
1,-1.102377544,-1.082161659,-0.149357581,-0.00871852,1.14764955,0,0.04969178,0,Torque
2,1.84738844,1.613873765,0.040295048,-0.63068173,0.644907752,0,0.063056484,0,Torque
2,0.847467767,-0.071148375,-0.484038691,0.151788115,-0.344865163,0,0.214133,0,Torque
1,-0.802401343,-0.61035546,1.44595571,-1.041979982,-0.423418569,0,0.0341848,0,Rotational speed
2,-0.552421174,-0.273351032,-1.421145799,1.536157841,0.911989332,0,0.11479411,0,Air temperature
1,-0.802401343,-0.879959002,-0.087999378,-0.389921778,0.283562085,0,0.08483685,0,Torque
1,0.7474757,0.333256939,0.302461917,-0.710935048,0.739171839,0,0.026753409,0,Torque
1,-1.402353746,-1.284364316,0.687345194,-0.871441682,-1.695983744,0,0.025577782,0,Torque
1,-0.102456872,0.602860481,3.041269001,-2.245779744,1.053385463,0,1.2335095,0,Tool wear
1,-0.702409275,-0.61035546,-0.009907119,-0.430048436,1.41473113,0,0.11187813,0,Torque
1,1.29743207,1.411671108,1.356707414,-1.322866593,1.41473113,0,0.022114716,0,Rotational speed
1,0.697479666,0.737662252,-0.244183896,-0.369858448,1.336177724,0,0.028157115,0,Torque
2,-0.452429107,-0.879959002,2.617339595,-1.974924798,1.100517506,0,0.8986579,0,Torque
